year,month,carrier,carrier_name,AIRPORT,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,def_avg_Delay,aircraft_delay(min/flight),nas_delay(min/flight),weather_delay(min/flight),carrier_delay(min/flight),security_delay(min/flight)
2012,3,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6542.0,987.0,93.0,13.0,74603.0,19219.021712143796,0.008998170107485295,0.008629851740824786,0.012617388463231502,0.026760693164092277,0.002351668508806998
2012,3,MQ,American Eagle Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",467.0,79.0,9.0,1.0,3542.0,-239.9782878562069,0.12682969283462098,0.05730313357662033,0.1089365362856849,0.08527893773935982,0.23126338329764454
2012,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",191.0,59.0,1.0,1.0,3012.0,-245.9782878562069,0.4005048718988186,0.16136926568085078,0.7359133013583276,0.21382416484977926,0.08890645065691989
2012,3,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",103.0,24.0,1.0,1.0,1467.0,-1065.9782878562069,0.7813352241736664,0.355515932984703,1.3141119937236443,0.6080362837502657,0.353045013239188
2012,3,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4249.0,534.0,58.0,1.0,26744.0,12230.021712143793,0.012495930983754129,0.007409057947468142,0.017029353630792134,0.014972321536242693,0.0037655919039774064
2012,3,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1626.0,322.0,24.0,4.0,18652.0,6756.021712143793,0.04092403796580768,0.02808566985100591,0.052333856671900054,0.0387650692739194,0.014470732942623543
2012,3,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",293.0,29.0,3.0,1.0,1277.0,-1178.9782878562069,0.2488060016334655,0.10360799609946368,0.09308098045299411,0.14218321322618574,0.06472872778627752
2012,3,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2291.0,170.0,27.0,1.0,8829.0,1979.021712143793,0.021191935677730755,0.01129740416463399,0.03005659062540682,0.033115938852197914,0.017755550459054963
2012,3,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",4688.0,1413.0,406.0,8.0,116783.0,44462.0217121438,0.016497778881709325,0.01855138510907326,0.017719705082473673,0.01814236331067766,0.004157748597211778
2012,3,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7440.0,809.0,39.0,4.0,32381.0,8954.021712143793,0.006484153031153316,0.004045488993983631,0.0071428571428571435,0.006669747069112518,0.003932978983382209
2012,3,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1867.0,216.0,30.0,6.0,8720.0,2024.021712143793,0.027559644284217803,0.016287000719109528,0.03254391733844996,0.022428826780019177,0.023656489912515625
2012,3,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5398.0,400.0,28.0,2.0,17829.0,4149.021712143793,0.011277334677157264,0.004699090334602434,0.011209466741859372,0.01112888098292055,0.004213927587232276
2012,3,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",267.0,50.0,3.0,1.0,4733.0,1051.0217121437931,0.3861596921058336,0.4336143606500105,0.10592819581583625,0.1760858628207278,0.07116104868913857
2012,3,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1506.0,253.0,2.0,11.0,14379.0,3299.021712143793,0.030935790755273085,0.03563803856304739,0.12228044581389821,0.03618556659623079,0.012670167386989147
2012,3,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1549.0,281.0,6.0,6.0,10948.0,2848.021712143793,0.026051871150824423,0.018566536965159367,0.0318845576214796,0.027327440499086877,0.014897949049014252
2012,3,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2337.0,300.0,2.0,7.0,12734.0,5146.021712143793,0.020097569032409723,0.012831778425893847,0.025008812946051465,0.01787125146040239,0.011272608481602643
2012,3,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1452.0,117.0,27.0,2.0,3926.0,475.02171214379314,0.024866317079654556,0.02005621323803142,0.018005365598948487,0.02208571100616555,0.02119093028183937
2012,3,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5500.0,696.0,17.0,2.0,31870.0,18094.021712143796,0.00954435418535868,0.005083265843288115,0.006296373344428265,0.008553178113563393,0.006377204884667571
2012,3,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",3652.0,544.0,43.0,6.0,33830.0,16167.021712143793,0.014899414974964697,0.016360442691163317,0.0477373969000381,0.016671074246193823,0.006845564074479737
2012,3,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4809.0,562.0,11.0,2.0,25831.0,13464.021712143793,0.010742867089771888,0.006451436488746304,0.01191575934430712,0.009185756289958996,0.004178152568776409
2012,3,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",900.0,153.0,4.0,1.0,7063.0,2643.021712143793,0.059213164626979196,0.03383046032668345,0.05904546312016601,0.04384272656285885,0.032956685499058384
2012,3,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1577.0,229.0,1.0,5.0,10935.0,3216.021712143793,0.03495266020341225,0.019679801835299892,0.03400618912642101,0.03345553703136001,0.012928566591352636
2012,3,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3984.0,696.0,40.0,23.0,32172.0,14622.021712143793,0.012498319824910077,0.008169608134586764,0.018168709237331552,0.012617961795487522,0.0049810135483568515
2012,3,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",588.0,114.0,3.0,4.0,6127.0,1505.0217121437931,0.09116690154322599,0.05468753992957063,0.09347250350521888,0.10362537916325021,0.116921768707483
2012,3,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1797.0,245.0,4.0,4.0,10521.0,4134.021712143793,0.02689473852169317,0.01583737162142785,0.045232844997158066,0.022092824442732518,0.0165440899998496
2012,3,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3214.0,497.0,2.0,7.0,23826.0,11335.021712143793,0.01650535378260243,0.00908819091014798,0.015414451864682358,0.017373956133516912,0.006722133874177018
2012,3,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6866.0,942.0,13.0,3.0,39552.0,19932.021712143796,0.00720642441427949,0.00406362109067851,0.0073096030685021,0.0062242252111427325,0.0031647206470458524
2012,3,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1298.0,226.0,4.0,5.0,9559.0,3294.021712143793,0.042812461976059396,0.02220126874841528,0.049808948114032865,0.02688480964055836,0.013463581013358863
2012,3,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",1012.0,249.0,1.0,1.0,13411.0,3021.021712143793,0.05187273947283939,0.042447538894337784,0.047952318497397034,0.06605710702442988,0.021615612648221344
2012,3,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5351.0,579.0,21.0,3.0,25201.0,13873.021712143793,0.00902240087878836,0.004897458851454116,0.012909539781054205,0.007873855675069581,0.00309405557666389
2012,3,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2768.0,355.0,27.0,2.0,15167.0,6959.021712143793,0.01707649187923238,0.009648311833438457,0.03213416489199878,0.015746888088085324,0.00829948445555382
2012,3,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1380.0,232.0,3.0,4.0,10144.0,3823.021712143793,0.035156964065489016,0.021310957641826136,0.04221356302980585,0.03247216971224533,0.014753102490670833
2012,3,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1286.0,357.0,62.0,1.0,24757.0,2873.021712143793,0.043649585154807054,0.058137575678194886,0.06309255539585308,0.04731352402259514,0.029907883718148103
2012,3,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1347.0,119.0,24.0,1.0,4560.0,1033.0217121437931,0.03159712343193954,0.024628017098500085,0.01349800904366606,0.025489968998843638,0.011135857461024499
2012,3,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2559.0,414.0,2.0,8.0,18464.0,6204.021712143793,0.01765477586110646,0.015427796636567915,0.030482791903428803,0.017569423262635057,0.00702837495536982
2012,3,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2304.0,311.0,1.0,1.0,14757.0,5024.021712143793,0.020627154660009514,0.013685330753909949,0.03168147966949337,0.024818777024791502,0.010850694444444444
2012,4,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",782.0,142.0,18.0,5.0,7438.0,1158.0217121437931,0.08877454313008185,0.0412004682865776,0.13260528705855962,0.055061421091208956,0.023017902813299233
2012,4,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3782.0,500.0,18.0,12.0,26896.0,7815.021712143793,0.01662389831505695,0.007655933733292,0.01845536506478514,0.01960111174603279,0.015065241720266132
2012,4,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4369.0,533.0,38.0,8.0,29802.0,11150.021712143793,0.015313703717252198,0.0073617865495287415,0.02236309620078549,0.015141595535381422,0.0034161989320962136
2012,4,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",416.0,77.0,14.0,1.0,4572.0,28.02171214379314,0.21897330811265237,0.07573377614217755,0.21741023061445597,0.12709868082919307,0.036057692307692304
2012,4,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",786.0,102.0,23.0,1.0,6266.0,1843.021712143793,0.10618469427834662,0.03812563586792138,0.1031890746635624,0.06476660953009607,0.02120441051738762
2012,4,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3586.0,277.0,7.0,6.0,13999.0,4852.021712143793,0.01577287219555854,0.007778029736065525,0.014073421561524307,0.017934711408611456,0.019248898123972777
2012,4,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",417.0,55.0,1.0,1.0,3090.0,-1069.9782878562069,0.09568782561608496,0.06454561301842612,0.46871593634183556,0.17200598495562525,0.07378712414683637
2012,4,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1415.0,217.0,4.0,7.0,10232.0,2371.021712143793,0.0385830124095861,0.020258773342990515,0.02756183745583039,0.039921521954266015,0.012744019000173782
2012,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3683.0,368.0,8.0,2.0,18591.0,5880.021712143793,0.014259567095169914,0.008037210544550314,0.018361124324661544,0.016140918981345353,0.0072945076409967535
2012,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16508.0,1511.0,31.0,8.0,86073.0,24189.021712143796,0.003488460984694695,0.001561956833646079,0.003992015731446344,0.005926033929843311,0.003755754785558517
2012,4,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",8679.0,943.0,20.0,6.0,56366.0,27633.021712143796,0.006794671007679654,0.0032112243698762997,0.011305296531424973,0.010246524619856022,0.0029328892101100883
2012,4,EV,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",708.0,130.0,1.0,2.0,7855.0,1289.0217121437931,0.09141452741686522,0.053250865682522325,0.11299435028248588,0.0940908392646833,0.054927809165097305
2012,4,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",475.0,124.0,2.0,1.0,5688.0,473.02171214379314,0.12606509184785042,0.05999236269307243,0.0913604766633565,0.10591086245212011,0.07386888273314866
2012,4,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1784.0,202.0,9.0,4.0,10383.0,2390.021712143793,0.02913323105971206,0.017089208084485177,0.03769135611566415,0.0382774465675232,0.011210762331838564
2012,4,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3439.0,1100.0,72.0,3.0,77615.0,25370.021712143796,0.020534792007851955,0.016496045545896964,0.019990588389697483,0.030639029606191925,0.004591297959933273
2012,4,EV,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",448.0,89.0,5.0,2.0,4976.0,-123.97828785620686,0.11134989886636248,0.09262150806268453,0.22321428571428573,0.1420499619216856,0.15975140056022408
2012,4,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",378.0,61.0,1.0,1.0,3308.0,-926.9782878562067,0.13931937008860085,0.0983039907598495,0.11094043352107869,0.16330166270783847,0.05291005291005291
2012,4,EV,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1904.0,228.0,16.0,2.0,15597.0,7249.021712143793,0.03458852420636304,0.016808220080619562,0.045054786620530564,0.04710250602390295,0.012120232708468003
2012,4,EV,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",226.0,56.0,2.0,1.0,3189.0,-613.9782878562069,0.2755405972107227,0.1427750813776338,0.2033006457785219,0.28147528793773074,0.23129525341914722
2012,4,EV,ExpressJet Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",300.0,51.0,2.0,1.0,2455.0,-837.9782878562069,0.21463022508038587,0.11524822695035461,0.05691056910569106,0.15571526351813827,0.05
2012,4,EV,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",427.0,83.0,4.0,2.0,3796.0,-558.9782878562069,0.160080633207838,0.06643621422260865,0.08118657298985167,0.11467917624340504,0.08516074089844583
2012,4,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4451.0,612.0,24.0,3.0,37737.0,14900.021712143793,0.012390937053320542,0.008334138056648042,0.023169278417460706,0.02038983346246209,0.00652263717468347
2012,4,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7594.0,1002.0,405.0,66.0,72211.0,34225.0217121438,0.00860577243463973,0.005909133359274634,0.013801550128836996,0.013751206443604832,0.002633658151171978
2012,4,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",230.0,19.0,21.0,3.0,1161.0,-1317.9782878562069,0.24146231382578606,0.20082815734989648,0.4083788065481429,0.2424009234320893,0.11253196930946292
2012,4,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",628.0,98.0,1.0,1.0,4317.0,-122.97828785620686,0.08358769871376397,0.05087154768683431,0.08385068128678545,0.07345573880189285,0.06124448799608035
2012,4,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3830.0,402.0,48.0,4.0,19822.0,7780.021712143793,0.013432022117559212,0.009186133573410271,0.03075299872125871,0.014744707226544841,0.004438642297650131
2012,4,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1326.0,200.0,6.0,5.0,10007.0,2689.021712143793,0.03597830395216016,0.025163612373456695,0.08179603202227637,0.06390914173911032,0.017094017094017096
2012,4,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",4159.0,700.0,58.0,3.0,30864.0,17847.021712143793,0.011772603849488002,0.007361373091059633,0.012364884439110305,0.012964191176594555,0.012142341909112767
2012,4,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2217.0,124.0,18.0,3.0,5377.0,823.0217121437931,0.022953900326370527,0.013577719765465502,0.017417167968488325,0.022942619474702424,0.008054642696050001
2012,4,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",314.0,47.0,2.0,1.0,2020.0,-1043.9782878562069,0.18559299300673124,0.10439370534171305,0.18627568801826702,0.14029313569957141,0.09235668789808917
2012,4,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4753.0,315.0,28.0,1.0,14151.0,5949.021712143793,0.010235720909660982,0.00545707215310214,0.012140895827456902,0.012539080674413722,0.014517147065011572
2012,4,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",1037.0,186.0,1.0,1.0,7718.0,1210.0217121437931,0.06048762922887933,0.02565645527996757,0.0746570442031916,0.04204669721885637,0.07135969141755062
2012,4,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4033.0,573.0,25.0,5.0,26670.0,8948.021712143793,0.014745228236202597,0.007923774047284933,0.013645811318368426,0.011960038948812635,0.012797645233277078
2012,4,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2018.0,340.0,14.0,1.0,16084.0,5391.021712143793,0.03201881595056258,0.013394039868608598,0.05823013751655971,0.023358266584604423,0.010406342913776016
2012,4,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5380.0,865.0,11.0,5.0,39795.0,12910.021712143793,0.010784316050952317,0.0058769693966961144,0.010481344535581756,0.009597319694704884,0.013636958024322356
2012,4,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2603.0,493.0,13.0,1.0,24021.0,6745.021712143793,0.024966273643402103,0.012425468679151641,0.02821084741486574,0.02081964978374828,0.013969894876541055
2012,4,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4919.0,827.0,44.0,3.0,39450.0,14281.021712143793,0.01329948702993007,0.0060463666671940796,0.010336303653902413,0.010591263328895777,0.013733114756934683
2012,4,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",760.0,147.0,1.0,2.0,8174.0,1578.0217121437931,0.07970052225272276,0.042568642368075255,0.07547169811320754,0.08840226277809983,0.08937437934458789
2012,4,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",849.0,185.0,2.0,2.0,8788.0,2032.021712143793,0.07616541276943956,0.03378424502389844,0.07495449191562266,0.05472747879754895,0.04818503051718599
2012,4,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3810.0,729.0,38.0,13.0,41126.0,11060.021712143793,0.018422898884267812,0.01299107813686492,0.01674976501543255,0.01471160882374501,0.003937007874015748
2012,4,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",439.0,52.0,1.0,1.0,2137.0,-1415.9782878562069,0.07437374306706644,0.06097998794968838,0.0683371298405467,0.13450281918330648,0.07593014426727411
2012,4,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7215.0,522.0,27.0,1.0,22556.0,5112.021712143793,0.006802046639208605,0.003853229630928178,0.00921341928536173,0.008267983067825568,0.002809462268921728
2012,4,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1813.0,133.0,13.0,2.0,4791.0,183.02171214379317,0.024813929575834337,0.0142136915195831,0.01868962907923947,0.02442701420641577,0.020921695798543093
2012,4,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4860.0,314.0,20.0,3.0,13249.0,1469.0217121437931,0.00993022007514761,0.00484900484900485,0.006441223832528181,0.013374384505366132,0.006511434078241392
2012,4,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1557.0,191.0,6.0,6.0,8219.0,2731.021712143793,0.02813713796372756,0.019138384387516225,0.04067287991250424,0.02861025822735017,0.018115047016781124
2012,4,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1521.0,182.0,5.0,2.0,9226.0,3913.021712143793,0.036800384229948316,0.022773152383268293,0.04565709693914822,0.02927140227362907,0.04266509994824234
2012,4,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2294.0,231.0,5.0,6.0,10703.0,4320.021712143793,0.021774065659093914,0.012284395969741879,0.013949433304272014,0.021410779488059296,0.00908166230746876
2012,4,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1418.0,110.0,38.0,2.0,4067.0,136.02171214379314,0.023653874651255263,0.01816704482737475,0.01567152483936687,0.03043168413813845,0.010685130572295592
2012,4,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5547.0,541.0,18.0,3.0,27513.0,13696.021712143793,0.009244465535610678,0.004778926505845052,0.013206384343516923,0.011023664139936386,0.0034668774528157976
2012,4,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",3580.0,473.0,84.0,22.0,24490.0,11696.021712143793,0.01491256439745188,0.011329614218880358,0.018759511696147726,0.015048160653214961,0.009820810458358153
2012,4,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4664.0,537.0,16.0,6.0,24423.0,11649.021712143793,0.010735762317332071,0.007209212191809737,0.010283422940614026,0.010108079259103519,0.006999960315185615
2012,4,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",897.0,135.0,12.0,3.0,6332.0,2220.021712143793,0.0585640916373998,0.03629669959295844,0.07574016867080259,0.044917992173872434,0.026231228277264082
2012,4,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3886.0,501.0,74.0,9.0,23759.0,10557.021712143793,0.012586002977710432,0.009335160421702408,0.01583459672581741,0.012927091098045613,0.01669481035971468
2012,4,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6510.0,591.0,33.0,1.0,24731.0,12687.021712143793,0.006899559301847051,0.003827423586161267,0.009326311169629143,0.006889106688825444,0.0032258064516129032
2012,4,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3138.0,488.0,35.0,1.0,22134.0,9832.021712143793,0.016266244229283622,0.009669544560023268,0.013589353575907268,0.01560784752019244,0.008732356670273016
2012,4,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3030.0,368.0,8.0,4.0,20770.0,10043.021712143793,0.01966863353001967,0.01208197742851208,0.020570989137748727,0.020067396878510252,0.00825082508250825
2012,4,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6817.0,733.0,26.0,3.0,33054.0,15377.021712143793,0.007308405046342014,0.003620570931323889,0.0060594259350131695,0.007374026341241369,0.004941411332962178
2012,4,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1278.0,187.0,4.0,4.0,9590.0,2418.021712143793,0.04575513682331006,0.02815968306526648,0.07443376665932216,0.0400781679231848,0.03247261345852895
2012,4,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2977.0,343.0,40.0,2.0,16436.0,8102.021712143793,0.01660198890156786,0.009449691918331917,0.023439778226476245,0.016727151075264908,0.005303820518713647
2012,4,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5186.0,565.0,42.0,1.0,25406.0,12875.021712143793,0.008997263478035828,0.004835699107840231,0.011553222939511368,0.010011712582133205,0.008760279483123372
2012,4,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2716.0,348.0,27.0,4.0,14843.0,6273.021712143793,0.016640623277994145,0.011604454491852247,0.021477663230240546,0.016079598306729868,0.016363933889707086
2012,4,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2528.0,295.0,4.0,6.0,13610.0,5196.021712143793,0.01973805193773091,0.013114987896822338,0.022382370669786905,0.018009130369171577,0.019179133103183737
2012,4,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2210.0,225.0,8.0,4.0,13448.0,4900.021712143793,0.027132723791029482,0.019416746858854927,0.026598029669511428,0.030149774542382466,0.01030419784059854
2012,4,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",471.0,72.0,2.0,1.0,3515.0,294.02171214379314,0.1183059662806575,0.06872992541782351,0.14491288376638695,0.09206230262805758,0.06794055201698514
2012,5,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",447.0,88.0,5.0,1.0,5462.0,554.0217121437931,0.1754663901450778,0.09101911401394293,0.16918111871712693,0.11572966643429608,0.33557046979865773
2012,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13115.0,1728.0,71.0,82.0,134915.0,65498.0217121438,0.0063367749391834965,0.003660668423620309,0.006633972429131313,0.007759789036103432,0.002614236697347639
2012,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1199.0,193.0,2.0,3.0,11984.0,2170.021712143793,0.0617696677362706,0.041391109650104486,0.06936307978759855,0.057080048574064006,0.01588625441836451
2012,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3895.0,717.0,9.0,27.0,44836.0,19051.021712143796,0.02109586331430389,0.009971561620288503,0.021923814743765417,0.016183392336693938,0.009553094306952862
2012,5,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",456.0,95.0,3.0,2.0,5671.0,650.0217121437931,0.19577756794482304,0.10921331548266533,0.1796683280747481,0.07663984272171408,0.16347687400318978
2012,5,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3860.0,292.0,11.0,2.0,13542.0,5431.021712143793,0.016128973385140723,0.007682123535084421,0.008393253674526806,0.011391751315943686,0.009851857257534848
2012,5,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1165.0,221.0,1.0,7.0,11004.0,2971.021712143793,0.0618487268687774,0.032358973688729205,0.04053409632808774,0.03884663081556494,0.04377682403433476
2012,5,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",378.0,82.0,1.0,2.0,4065.0,-102.97828785620686,0.1463793970998582,0.09878057088357518,0.3339140534262486,0.12696840334284615,0.08267195767195767
2012,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3552.0,514.0,5.0,5.0,29607.0,11395.021712143793,0.01917680680419118,0.012239478284254405,0.01905612300455169,0.016756122902707546,0.007306925245856543
2012,5,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1471.0,257.0,1.0,2.0,13958.0,3379.021712143793,0.048435110609750545,0.024739846573960153,0.036799613463602096,0.042708778397619857,0.04515523974455036
2012,5,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4507.0,482.0,8.0,21.0,30074.0,10270.021712143793,0.015616632073774393,0.00761840389692937,0.01430356726627727,0.018429654415744432,0.01047752878238789
2012,5,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",8810.0,1377.0,36.0,17.0,81014.0,39657.0217121438,0.006996329265118761,0.0038125273736693806,0.008768894135035501,0.00922907704407603,0.002247670851080568
2012,5,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3555.0,1391.0,117.0,23.0,110840.0,35772.0217121438,0.022420453043456193,0.01838335597840423,0.022589824871461012,0.030376744911141333,0.012189404594467886
2012,5,MQ,American Eagle Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",687.0,94.0,20.0,1.0,3824.0,-271.97828785620686,0.06726878875828804,0.04325476614377117,0.06636198281854358,0.07870463007646826,0.027725791917931657
2012,5,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7839.0,984.0,177.0,43.0,63770.0,26541.021712143796,0.006858430375681477,0.00586032047732807,0.013303904026172084,0.013779414582948677,0.009567546880979716
2012,5,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1458.0,330.0,62.0,4.0,25502.0,3742.021712143793,0.053126128597021975,0.038591540424574064,0.15216176395874612,0.11007529170731503,0.0177818421988518
