year,month,carrier,carrier_name,AIRPORT,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,def_avg_Delay,aircraft_delay(min/flight),nas_delay(min/flight),weather_delay(min/flight),carrier_delay(min/flight),security_delay(min/flight)
2004,1,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2155.0,343.0,43.0,6.0,13308.0,6804.021712143793,0.018886740403173636,0.01627952585777063,0.018133489514112585,0.017044390089885904,0.013940611047203105
2004,1,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1678.0,254.0,51.0,10.0,10991.0,5138.021712143793,0.027373841610275017,0.02061809082127787,0.02869586338961413,0.024411134987142234,0.0196720552669035
2004,1,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1743.0,245.0,14.0,2.0,11740.0,6260.021712143793,0.030743108692243268,0.02168454616834069,0.024787081752808738,0.023580640164623152,0.020249063480814015
2004,1,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",614.0,70.0,15.0,1.0,2743.0,-46.97828785620686,0.07454956515875498,0.047825862158109717,0.07075345757462488,0.0528931115804511,0.04071661237785016
2004,2,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13010.0,2721.0,237.0,43.0,136282.0,45470.0217121438,0.004569526082847897,0.0029067455812975375,0.004909988509366448,0.005538540975753157,0.0019592771774351553
2004,2,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2451.0,419.0,35.0,6.0,20718.0,5077.021712143793,0.025242801281910334,0.012498318157155906,0.021584066886172554,0.025710620198016197,0.009587923296613628
2004,2,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1828.0,492.0,62.0,2.0,22409.0,6014.021712143793,0.029030876288636327,0.018454651826532123,0.029509857962928935,0.03216432897914274,0.013676148796498904
2004,2,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3380.0,644.0,19.0,3.0,31963.0,6928.021712143793,0.01795562046341304,0.01098211418292189,0.016776950411269673,0.01740661833160903,0.020793232099997623
2004,2,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8112.0,2344.0,332.0,6.0,122319.0,25308.021712143796,0.006870747158707523,0.0058608411135181344,0.008467677857796988,0.009179036539621625,0.00507599489499942
2004,2,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",505.0,90.0,9.0,2.0,3944.0,-333.97828785620686,0.08954117865008954,0.07896370315346025,0.08047019841426374,0.09534857728668936,0.02980943255615884
2004,2,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",931.0,215.0,26.0,1.0,10619.0,-55.97828785620686,0.05391002644758468,0.05134680246439868,0.05539764044256984,0.05633895446923592,0.04603345097437471
2004,2,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",482.0,87.0,6.0,1.0,3834.0,-337.97828785620686,0.09963714006944732,0.06479206112610617,0.09083214632233026,0.10539999897504054,0.03319502074688797
2004,2,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1182.0,218.0,19.0,1.0,10010.0,3103.021712143793,0.04741011973104804,0.022305622514668597,0.0583756345177665,0.04838147028810448,0.03160352952692593
2004,2,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3597.0,713.0,75.0,4.0,32993.0,15845.021712143793,0.015061250160775226,0.007273525334781872,0.006869419606778259,0.016617207359503647,0.010897089958072148
2004,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2520.0,300.0,4.0,2.0,11377.0,3707.021712143793,0.016170657606742675,0.01351200616532814,0.05276469562183848,0.013309101589749241,0.016014157601024908
2004,2,CO,Continental Air Lines Inc.,BOS,"Boston, MA: Logan International",501.0,84.0,6.0,1.0,3128.0,-838.9782878562069,0.09967580444603925,0.06382833472017935,0.055744367121612626,0.0777961639142367,0.0499001996007984
2004,2,CO,Continental Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",1275.0,155.0,8.0,2.0,5805.0,-170.97828785620686,0.04110576754800456,0.021386678051210115,0.042370971377056574,0.045026981011277854,0.026143790849673203
2004,2,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4445.0,823.0,31.0,2.0,39533.0,9987.021712143793,0.013905699716186654,0.00969820245614693,0.010142319936207816,0.011326953095551982,0.006993173472363574
2004,2,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6644.0,1169.0,16.0,5.0,46008.0,9694.021712143793,0.0075770680013538564,0.004685048655978389,0.010287202006108604,0.010416093894306545,0.004832555157124038
2004,2,DH,Atlantic Coast Airlines,IAD,"Washington, DC: Washington Dulles International",4052.0,383.0,106.0,2.0,19777.0,13560.021712143793,0.013570374323762506,0.008027741631517543,0.014396182954919382,0.015628981213198796,0.024679170779861797
2004,2,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",3926.0,1723.0,158.0,3.0,93983.0,30842.021712143796,0.015712588149114297,0.012886913520704502,0.007630144456587844,0.01671298754876716,0.01518925815663163
2004,2,DH,Atlantic Coast Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",203.0,70.0,3.0,1.0,4026.0,62.02171214379314,0.3641595108573483,0.21945974175338948,0.30486754624685664,0.2548051506507432,0.18282464069879642
2004,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16555.0,5778.0,442.0,11.0,311949.0,57998.0217121438,0.0036714525201809378,0.0029512494164256075,0.004661464078610006,0.0044775968881488595,0.0022130254688394226
2004,2,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1681.0,368.0,30.0,10.0,16696.0,2046.021712143793,0.0322564380699148,0.019659206751297804,0.033961661058183205,0.039623164125611066,0.013682331945270671
2004,2,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",980.0,277.0,1.0,1.0,11496.0,1861.021712143793,0.04749240121580547,0.0338811200155738,0.06332046332046332,0.049536627738038574,0.05591277606933184
2004,2,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1876.0,333.0,36.0,2.0,13358.0,2020.021712143793,0.024334702922425566,0.019353397185700415,0.029564596427431894,0.022454293595450064,0.012260127931769723
2004,2,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2750.0,417.0,18.0,2.0,16334.0,2708.021712143793,0.018096477077587554,0.009908156562256468,0.018363496610998533,0.02036832592447853,0.02191142191142191
2004,2,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",953.0,208.0,3.0,2.0,9496.0,2220.021712143793,0.05668138218556595,0.03355758097111988,0.05050455521667926,0.05318576823369894,0.04174705796071263
2004,2,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6221.0,2001.0,252.0,7.0,118508.0,1479.0217121437931,0.007023620991535254,0.00928714238200356,0.010097464160174515,0.011665940868787888,0.008265996500183616
2004,2,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3983.0,670.0,117.0,17.0,34691.0,1616.0217121437931,0.013370798406315849,0.010274789135289512,0.016742374247430393,0.01573553871418599,0.006015147711105532
2004,2,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1754.0,175.0,19.0,1.0,11335.0,4873.021712143793,0.04098307522345279,0.13783430081890743,0.04164746031360942,0.02727260313001032,0.014413283281872573
2004,2,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2558.0,650.0,66.0,2.0,36184.0,10364.021712143793,0.021157623608431913,0.02164611933487138,0.049806824761761445,0.022117574893180832,0.01135559775121933
2004,2,HP,America West Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5282.0,1050.0,81.0,4.0,43152.0,12223.021712143793,0.00965699404902894,0.005365425296093111,0.017796817379833196,0.010235610590779735,0.004674884026915487
2004,2,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6400.0,2116.0,247.0,2.0,99183.0,38428.0217121438,0.007423510073162344,0.00649053303708084,0.013424821002386633,0.014724018199233715,0.0069772012578616345
2004,2,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",8737.0,1150.0,149.0,2.0,48108.0,9642.021712143793,0.005268168675525094,0.003211106342320798,0.007154294853720417,0.007727496565278741,0.003014137526949037
2004,2,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2507.0,417.0,12.0,1.0,18240.0,1093.0217121437931,0.01890939968123957,0.011770000470571348,0.03349786023872353,0.028756881617065872,0.014990424220390252
2004,2,NW,Northwest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",614.0,148.0,4.0,2.0,5938.0,-340.97828785620686,0.08130794287146079,0.05290499756127989,0.10568651260207261,0.07316816889929958,0.13832492972201152
2004,2,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8993.0,1948.0,144.0,15.0,84858.0,15800.021712143793,0.00535535739801674,0.0033867528676781674,0.010096634212943132,0.008553860891250388,0.0028516663164391523
2004,2,NW,Northwest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",169.0,35.0,1.0,1.0,1187.0,-1581.9782878562069,0.2479986077271145,0.18318878171354464,0.21132713440405745,0.23142669296515453,0.11834319526627218
2004,2,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2929.0,1111.0,107.0,6.0,69888.0,-538.9782878562069,0.016049350293119498,0.01725106777624639,0.02598529987833106,0.02169077844993502,0.01804613958932839
2004,2,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",8899.0,1325.0,362.0,7.0,66853.0,430.02171214379314,0.004946766669934226,0.004141918171970974,0.0060503442171026215,0.006492821027651295,0.0029625392025661714
2004,2,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1189.0,173.0,28.0,7.0,8734.0,-1387.9782878562069,0.03938465787128278,0.03082786714722873,0.05187048680451866,0.05327589529717464,0.01934398654331371
2004,2,OH,Comair Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",145.0,36.0,3.0,1.0,1819.0,-1586.9782878562069,0.3586206896551724,0.26673074612519526,0.4546130731010681,0.3010022082554782,0.16551724137931034
2004,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3764.0,451.0,63.0,5.0,18733.0,3730.021712143793,0.010644836391898109,0.009183107702259392,0.009092720510095643,0.012005471968976639,0.009032943676939426
2004,2,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2712.0,710.0,82.0,3.0,47675.0,3829.021712143793,0.02291163850898364,0.02947570752650486,0.01998525073746313,0.016620714190421132,0.011891592920353982
2004,2,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",277.0,36.0,9.0,2.0,1219.0,-1440.9782878562069,0.14296028880866427,0.1684717208182912,0.1299638989169675,0.1128551247841783,0.06498194945848375
2004,2,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",5586.0,1293.0,167.0,4.0,55146.0,6989.021712143793,0.00698903042998576,0.009364069514445454,0.011951366018351664,0.006049531494240828,0.004702690792916357
2004,2,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4195.0,865.0,34.0,2.0,42035.0,5826.021712143793,0.010523977787287501,0.011456799728501709,0.009826628706455492,0.01661610626966707,0.008702726223584388
2004,2,RU,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6003.0,1333.0,17.0,11.0,49671.0,11844.021712143793,0.007585166474770337,0.004955383111763212,0.015759165871609648,0.012595593302142537,0.004341263711578554
2004,2,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",2372.0,387.0,44.0,1.0,16157.0,4173.021712143793,0.020633709061862075,0.014545177588243731,0.01999065783119176,0.022742165123983735,0.009906889699437984
2004,2,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",6631.0,753.0,38.0,6.0,31791.0,10004.021712143793,0.008964332282320615,0.003939387731822244,0.008799721214629345,0.00807316503130231,0.002246058968673895
2004,2,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1752.0,296.0,22.0,10.0,13225.0,6649.021712143793,0.028186817656592596,0.018854161515256415,0.048478918341932034,0.02304583711199147,0.013900823939746246
2004,2,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",295.0,37.0,7.0,5.0,1613.0,-580.9782878562069,0.1642895409054559,0.14927148379423136,0.08966648441771459,0.11241563401983551,0.12326656394453006
2004,2,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1271.0,205.0,23.0,1.0,8042.0,3200.021712143793,0.03496407746317012,0.025672263963674658,0.07867820613690008,0.025884572185471,0.015735641227380016
