year,month,carrier,carrier_name,AIRPORT,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,def_avg_Delay
2008,4,CO,Continental Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",311.0,93.0,25.97,2.36,36.54,0.06,28.07,4.0,4.0,5204.0,1019.0,420.0,1863.0,7.0,1895.0,256.02171214379314
2008,4,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4955.0,1292.0,151.15,36.84,812.95,4.95,286.09,26.0,3.0,82957.0,11443.0,2930.0,51191.0,125.0,17268.0,15629.021712143793
2008,4,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7218.0,1249.0,250.13,6.82,533.73,5.77,452.55,17.0,4.0,62580.0,17690.0,346.0,17600.0,154.0,26790.0,25151.021712143793
2008,4,CO,Continental Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",171.0,36.0,6.55,0.27,23.66,1.0,4.51,1.0,1.0,2273.0,367.0,36.0,1633.0,15.0,222.0,-1416.9782878562069
2008,4,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11073.0,2416.0,848.9,339.36,966.43,4.32,257.0,69.0,11.0,160032.0,64396.0,29702.0,52455.0,474.0,13005.0,11366.021712143793
2008,4,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7451.0,1553.0,250.33,39.16,488.37,0.09,775.06,171.0,23.0,89246.0,27105.0,3432.0,17424.0,2.0,41283.0,39644.021712143796
2008,4,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7049.0,1097.0,308.44,10.89,424.29,1.28,352.1,73.0,5.0,58990.0,26133.0,955.0,12821.0,47.0,19034.0,17395.021712143793
2008,4,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6922.0,1307.0,340.26,40.68,595.59,0.2,330.26,37.0,9.0,80666.0,37076.0,5178.0,19231.0,11.0,19170.0,17531.021712143793
2008,4,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4818.0,713.0,290.17,146.68,239.88,0.56,35.72,33.0,6.0,38225.0,18638.0,8095.0,7761.0,15.0,3716.0,2077.021712143793
2008,4,OH,Comair Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",508.0,113.0,41.89,19.47,46.43,1.17,4.05,4.0,2.0,5122.0,1992.0,1411.0,1499.0,26.0,194.0,-1444.9782878562069
2008,4,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1134.0,411.0,71.48,46.24,275.63,1.0,16.65,43.0,6.0,22886.0,4580.0,2921.0,13899.0,49.0,1437.0,-201.97828785620686
2008,4,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4197.0,571.0,135.09,21.57,209.62,2.2,202.51,41.0,10.0,25670.0,6701.0,2312.0,6376.0,77.0,10204.0,8565.021712143793
2008,4,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",2078.0,402.0,136.92,20.06,148.39,1.33,95.3,75.0,11.0,19005.0,6325.0,1306.0,6537.0,62.0,4775.0,3136.021712143793
2008,4,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",230.0,47.0,14.49,0.74,10.67,0.44,20.66,8.0,2.0,2739.0,728.0,79.0,493.0,7.0,1432.0,-206.97828785620686
2008,4,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",6334.0,450.0,128.1,18.03,168.98,1.52,133.37,78.0,6.0,19159.0,6708.0,1072.0,4486.0,30.0,6863.0,5224.021712143793
2008,4,US,US Airways Inc.,BNA,"Nashville, TN: Nashville International",112.0,11.0,1.58,0.21,1.91,0.29,7.01,1.0,1.0,516.0,64.0,6.0,124.0,15.0,307.0,-1331.9782878562069
2008,4,US,US Airways Inc.,BOS,"Boston, MA: Logan International",1696.0,280.0,43.42,1.88,141.41,1.11,92.18,56.0,1.0,12709.0,1904.0,101.0,5809.0,61.0,4834.0,3195.021712143793
2008,4,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6356.0,984.0,223.41,11.59,465.76,2.4,280.84,71.0,6.0,43292.0,13596.0,680.0,14205.0,66.0,14745.0,13106.021712143793
2008,4,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2163.0,254.0,47.38,6.23,103.01,0.06,97.32,39.0,3.0,10715.0,2674.0,217.0,3108.0,3.0,4713.0,3074.021712143793
2008,4,US,US Airways Inc.,LAS,"Las Vegas, NV: McCarran International",2478.0,421.0,120.23,0.58,165.84,1.02,133.33,16.0,3.0,21284.0,7820.0,38.0,4932.0,27.0,8467.0,6828.021712143793
2008,4,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",683.0,149.0,51.23,0.75,57.33,1.5,38.2,3.0,2.0,7052.0,2807.0,50.0,2111.0,36.0,2048.0,409.02171214379314
2008,4,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1129.0,291.0,21.19,3.25,211.56,1.33,53.68,55.0,2.0,12064.0,789.0,157.0,8291.0,130.0,2697.0,1058.0217121437931
2008,4,US,US Airways Inc.,PHL,"Philadelphia, PA: Philadelphia International",3604.0,846.0,162.2,11.66,477.39,1.94,192.8,52.0,5.0,46509.0,9675.0,1179.0,22778.0,46.0,12831.0,11192.021712143793
2008,4,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5490.0,790.0,215.65,7.93,412.98,2.11,151.33,44.0,8.0,36776.0,14821.0,872.0,10927.0,49.0,10107.0,8468.021712143793
2008,4,US,US Airways Inc.,SFO,"San Francisco, CA: San Francisco International",574.0,123.0,34.39,2.21,63.64,0.48,22.27,2.0,3.0,5560.0,1822.0,188.0,2324.0,27.0,1199.0,-439.97828785620686
2008,4,US,US Airways Inc.,TPA,"Tampa, FL: Tampa International",714.0,128.0,25.48,1.95,57.63,1.46,41.48,1.0,3.0,5312.0,1010.0,71.0,1671.0,51.0,2509.0,870.0217121437931
2008,4,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1852.0,249.0,85.62,2.93,28.57,1.14,130.74,5.0,2.0,9782.0,3065.0,123.0,981.0,31.0,5582.0,3943.021712143793
2008,4,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2494.0,403.0,106.1,5.85,87.74,2.2,201.11,3.0,4.0,17811.0,4533.0,285.0,2957.0,119.0,9917.0,8278.021712143793
2008,4,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4966.0,745.0,169.83,10.83,158.62,2.64,403.08,7.0,8.0,32997.0,7226.0,838.0,5224.0,79.0,19630.0,17991.021712143793
2008,4,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",3913.0,671.0,98.09,30.87,135.03,0.44,406.57,26.0,11.0,38033.0,4500.0,4635.0,7598.0,8.0,21292.0,19653.021712143793
2008,4,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",1771.0,262.0,75.84,3.5,48.26,1.16,133.24,4.0,3.0,9832.0,2954.0,181.0,1564.0,34.0,5099.0,3460.021712143793
2008,4,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4132.0,752.0,159.43,5.79,156.1,2.52,428.16,33.0,5.0,35936.0,6477.0,405.0,6101.0,74.0,22879.0,21240.021712143793
2008,4,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",848.0,147.0,44.77,3.21,27.45,1.02,70.55,1.0,3.0,6450.0,2035.0,220.0,934.0,17.0,3244.0,1605.0217121437931
2008,4,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",7186.0,1092.0,204.45,5.36,310.42,4.35,567.41,52.0,3.0,41343.0,8864.0,249.0,8776.0,117.0,23337.0,21698.021712143793
2008,4,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3578.0,597.0,135.54,2.04,119.85,0.98,338.59,73.0,1.0,23039.0,5828.0,117.0,3282.0,20.0,13792.0,12153.021712143793
2008,4,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2094.0,354.0,101.29,6.19,58.07,1.05,187.4,4.0,6.0,15485.0,3965.0,523.0,1789.0,24.0,9184.0,7545.021712143793
2008,4,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3552.0,614.0,119.67,8.85,205.81,3.2,276.47,11.0,1.0,26692.0,5657.0,610.0,6578.0,75.0,13772.0,12133.021712143793
2008,4,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6612.0,1071.0,218.91,55.26,305.63,3.32,487.88,22.0,16.0,47981.0,9564.0,4562.0,11522.0,85.0,22248.0,20609.021712143793
2008,4,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1072.0,207.0,59.76,3.07,38.1,1.64,104.43,2.0,1.0,8930.0,2384.0,119.0,1231.0,40.0,5156.0,3517.021712143793
2008,4,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",1574.0,196.0,54.79,1.49,13.13,1.12,125.47,19.0,1.0,7303.0,1847.0,50.0,328.0,28.0,5050.0,3411.021712143793
2008,4,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",1926.0,490.0,64.07,32.43,239.81,0.27,153.42,13.0,4.0,28578.0,3270.0,3030.0,12875.0,10.0,9393.0,7754.021712143793
2008,4,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5844.0,771.0,199.1,5.6,137.13,0.47,428.7,82.0,5.0,32793.0,8494.0,299.0,4031.0,18.0,19951.0,18312.021712143793
2008,4,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",1152.0,212.0,43.59,3.47,18.05,1.27,145.62,2.0,1.0,7674.0,1612.0,315.0,486.0,29.0,5232.0,3593.021712143793
2008,4,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3155.0,474.0,115.87,1.9,62.86,1.14,292.23,20.0,2.0,18773.0,4797.0,242.0,1813.0,34.0,11887.0,10248.021712143793
2008,4,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1428.0,269.0,77.52,3.07,60.41,0.88,127.12,3.0,1.0,12360.0,3077.0,375.0,2663.0,23.0,6222.0,4583.021712143793
2008,4,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2280.0,276.0,48.09,0.1,19.16,0.06,208.6,20.0,1.0,10871.0,2083.0,4.0,543.0,2.0,8239.0,6600.021712143793
2008,4,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2150.0,328.0,103.19,6.29,58.57,2.84,157.11,10.0,4.0,14834.0,4678.0,498.0,1957.0,60.0,7641.0,6002.021712143793
2008,4,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2616.0,422.0,112.44,4.97,100.19,0.3,204.1,4.0,3.0,19297.0,5275.0,289.0,3206.0,12.0,10515.0,8876.021712143793
2008,4,XE,ExpressJet Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",293.0,78.0,26.43,1.25,23.76,1.7,24.86,1.0,1.0,4235.0,1355.0,37.0,910.0,42.0,1891.0,252.02171214379314
2008,4,XE,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",400.0,106.0,36.6,4.7,28.32,2.73,33.65,2.0,2.0,6098.0,2069.0,308.0,1088.0,91.0,2542.0,903.0217121437931
2008,4,XE,ExpressJet Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",146.0,30.0,10.85,0.37,9.52,0.38,8.88,1.0,1.0,1281.0,498.0,32.0,379.0,12.0,360.0,-1278.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",122.0,19.0,6.8,0.96,4.45,0.44,6.35,4.0,1.0,1208.0,275.0,485.0,194.0,7.0,247.0,-1391.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2456.0,467.0,42.05,3.99,144.79,1.11,275.06,10.0,1.0,22621.0,2044.0,232.0,4500.0,33.0,15812.0,14173.021712143793
2008,4,XE,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",464.0,151.0,45.59,3.36,60.46,3.25,38.32,7.0,1.0,7922.0,2259.0,790.0,2096.0,69.0,2708.0,1069.0217121437931
2008,4,XE,ExpressJet Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",297.0,38.0,8.42,1.73,9.04,0.15,18.66,1.0,1.0,1731.0,301.0,92.0,479.0,10.0,849.0,-789.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",159.0,38.0,10.17,1.14,16.87,0.47,9.35,1.0,2.0,1348.0,370.0,56.0,475.0,15.0,432.0,-1206.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4405.0,1374.0,95.3,5.08,860.5,1.56,411.55,99.0,12.0,108713.0,10052.0,330.0,69135.0,35.0,29161.0,27522.021712143793
2008,4,XE,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",310.0,74.0,24.92,1.04,16.61,0.78,30.66,4.0,1.0,4444.0,1246.0,59.0,683.0,21.0,2435.0,796.0217121437931
2008,4,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6905.0,1433.0,220.07,18.51,680.53,5.43,508.46,46.0,15.0,71263.0,15878.0,1744.0,23446.0,120.0,30075.0,28436.021712143793
2008,4,XE,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",168.0,34.0,11.08,1.08,16.03,0.45,5.35,1.0,1.0,1663.0,373.0,96.0,643.0,10.0,541.0,-1097.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",672.0,155.0,50.52,2.1,51.37,0.77,50.24,5.0,3.0,8085.0,3102.0,174.0,1719.0,29.0,3061.0,1422.0217121437931
2008,4,XE,ExpressJet Airlines Inc.,MEM,"Memphis, TN: Memphis International",272.0,72.0,17.93,4.3,28.08,0.07,21.62,3.0,2.0,3664.0,747.0,385.0,1321.0,6.0,1205.0,-433.97828785620686
2008,4,XE,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",384.0,104.0,24.19,3.38,44.16,1.77,30.5,4.0,2.0,5216.0,1403.0,435.0,1584.0,41.0,1753.0,114.02171214379314
2008,4,XE,ExpressJet Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",312.0,57.0,16.96,0.87,22.09,0.35,16.72,1.0,1.0,2713.0,934.0,21.0,788.0,6.0,964.0,-674.9782878562069
2008,4,XE,ExpressJet Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",441.0,105.0,15.95,0.63,62.96,1.33,24.14,1.0,1.0,3617.0,553.0,50.0,1709.0,23.0,1282.0,-356.97828785620686
2008,4,XE,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",161.0,38.0,11.97,1.25,8.99,0.67,15.12,2.0,1.0,2310.0,615.0,89.0,392.0,18.0,1196.0,-442.97828785620686
2008,4,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1880.0,414.0,183.0,9.0,137.04,2.0,82.96,63.0,5.0,22327.0,10404.0,632.0,5013.0,113.0,6165.0,4526.021712143793
2008,4,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2239.0,734.0,201.0,7.0,305.18,2.0,218.82,165.0,4.0,60931.0,16235.0,486.0,26660.0,50.0,17500.0,15861.021712143793
2008,5,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4178.0,428.0,90.51,18.83,162.68,0.14,155.84,46.0,4.0,27091.0,6446.0,1764.0,7257.0,7.0,11617.0,9978.021712143793
2008,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13994.0,4065.0,613.48,66.45,1762.1,9.08,1613.89,358.0,64.0,214599.0,44329.0,6878.0,68381.0,520.0,94491.0,92852.02171214379
2008,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1045.0,347.0,101.95,3.64,159.93,0.28,81.2,14.0,5.0,23601.0,8867.0,201.0,7588.0,40.0,6905.0,5266.021712143793
2008,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3501.0,970.0,260.21,14.38,362.45,1.6,331.36,47.0,1.0,54860.0,19269.0,959.0,12523.0,92.0,22017.0,20378.021712143793
2008,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6261.0,1784.0,266.73,25.34,884.62,1.32,605.98,135.0,31.0,108968.0,17923.0,1510.0,48513.0,159.0,40863.0,39224.021712143796
2008,5,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",1631.0,398.0,101.3,6.79,121.47,0.6,167.83,33.0,10.0,22773.0,6181.0,442.0,4596.0,37.0,11517.0,9878.021712143793
2008,5,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1328.0,312.0,88.56,3.08,121.05,2.7,96.61,20.0,2.0,12801.0,4403.0,173.0,3671.0,65.0,4489.0,2850.021712143793
2008,5,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4343.0,868.0,203.18,0.74,406.35,4.75,252.98,54.0,9.0,41396.0,14178.0,109.0,11639.0,158.0,15312.0,13673.021712143793
2008,5,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",124.0,35.0,15.65,1.0,2.72,1.0,14.63,2.0,1.0,1723.0,637.0,136.0,72.0,20.0,858.0,-780.9782878562069
2008,5,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1503.0,258.0,52.45,1.34,99.34,0.53,104.34,5.0,1.0,16354.0,2875.0,87.0,6065.0,10.0,7317.0,5678.021712143793
2008,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4423.0,744.0,93.52,4.27,411.1,0.2,234.9,11.0,14.0,44200.0,5610.0,190.0,24651.0,4.0,13745.0,12106.021712143793
2008,5,CO,Continental Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",339.0,59.0,14.94,3.7,18.26,0.86,21.25,8.0,1.0,3022.0,954.0,156.0,731.0,24.0,1157.0,-481.97828785620686
2008,5,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4796.0,1562.0,104.18,63.33,1141.17,4.99,248.33,28.0,15.0,109696.0,7286.0,4494.0,79362.0,123.0,18431.0,16792.021712143793
2008,5,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7613.0,1372.0,266.3,23.03,621.67,10.71,450.29,14.0,10.0,66117.0,16430.0,1543.0,21276.0,460.0,26408.0,24769.021712143793
2008,5,CO,Continental Air Lines Inc.,MCO,"Orlando, FL: Orlando International",601.0,117.0,45.65,4.05,38.72,1.0,27.59,1.0,1.0,6671.0,3147.0,226.0,1497.0,16.0,1785.0,146.02171214379314
2008,5,CO,Continental Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",416.0,134.0,47.6,2.17,57.54,2.26,24.43,1.0,2.0,5801.0,1741.0,80.0,2211.0,73.0,1696.0,57.02171214379314
2008,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11711.0,1516.0,319.31,17.86,760.8,1.76,416.27,32.0,5.0,71251.0,23452.0,1136.0,24108.0,203.0,22352.0,20713.021712143793
2008,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",963.0,251.0,59.88,0.67,159.23,0.39,30.84,1.0,1.0,10122.0,3516.0,31.0,4883.0,31.0,1661.0,22.02171214379314
2008,5,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2309.0,339.0,76.28,0.98,191.52,0.66,69.55,3.0,1.0,15398.0,5008.0,25.0,5803.0,49.0,4513.0,2874.021712143793
2008,5,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10629.0,1643.0,686.58,145.54,616.02,3.96,190.91,42.0,9.0,79395.0,43586.0,7847.0,20440.0,146.0,7376.0,5737.021712143793
2008,5,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7741.0,1637.0,227.68,90.07,522.87,2.36,794.01,257.0,28.0,105897.0,23009.0,14934.0,24047.0,42.0,43865.0,42226.021712143796
2008,5,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7604.0,1465.0,157.45,31.82,693.19,0.93,581.62,204.0,20.0,99588.0,17288.0,2515.0,42450.0,62.0,37273.0,35634.021712143796
2008,5,MQ,American Eagle Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",1222.0,258.0,41.61,2.36,93.54,1.0,119.48,30.0,1.0,14136.0,2754.0,137.0,3649.0,35.0,7561.0,5922.021712143793
2008,5,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7245.0,1117.0,281.79,26.32,495.57,2.3,311.02,33.0,2.0,63437.0,26038.0,2997.0,16831.0,115.0,17456.0,15817.021712143793
2008,5,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",574.0,237.0,33.66,62.65,122.66,0.35,17.68,3.0,1.0,13514.0,2469.0,4476.0,5323.0,13.0,1233.0,-405.97828785620686
2008,5,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2120.0,367.0,86.97,5.72,203.13,2.22,68.96,12.0,3.0,19539.0,9723.0,455.0,5569.0,211.0,3581.0,1942.0217121437931
2008,5,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6917.0,1261.0,275.99,11.08,705.3,3.33,265.3,28.0,2.0,61349.0,23834.0,1101.0,20140.0,196.0,16078.0,14439.021712143793
2008,5,NW,Northwest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",364.0,114.0,34.41,18.25,55.0,0.16,6.18,2.0,1.0,5939.0,1746.0,1422.0,2388.0,9.0,374.0,-1264.9782878562069
2008,5,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4673.0,713.0,269.87,155.06,270.09,0.33,17.64,18.0,6.0,34348.0,16237.0,8058.0,8587.0,5.0,1461.0,-177.97828785620686
2008,5,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1177.0,374.0,76.47,45.21,236.98,0.58,14.76,44.0,1.0,22294.0,4681.0,3181.0,13270.0,18.0,1144.0,-494.97828785620686
2008,5,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3775.0,528.0,165.94,8.78,197.2,5.62,150.46,31.0,1.0,21437.0,8060.0,771.0,5551.0,261.0,6794.0,5155.021712143793
2008,5,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3143.0,729.0,136.62,5.52,382.97,5.31,198.58,29.0,2.0,43393.0,7404.0,255.0,24662.0,296.0,10776.0,9137.021712143793
2008,5,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",6025.0,317.0,84.88,5.49,131.92,3.28,91.43,29.0,1.0,12560.0,4074.0,378.0,3566.0,163.0,4379.0,2740.021712143793
2008,5,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6601.0,808.0,194.29,14.71,374.25,2.5,222.26,50.0,5.0,40015.0,11605.0,1104.0,13745.0,99.0,13462.0,11823.021712143793
2009,11,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3350.0,337.0,95.41,3.94,139.76,0.36,97.53,16.0,2.0,15802.0,5501.0,266.0,3603.0,13.0,6419.0,4780.021712143793
2009,11,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1165.0,128.0,39.21,0.95,42.47,0.22,45.14,2.0,1.0,6744.0,2487.0,20.0,1599.0,5.0,2633.0,994.0217121437931
2009,11,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3707.0,692.0,97.97,21.44,467.28,2.33,102.99,25.0,8.0,45031.0,6057.0,1604.0,30895.0,58.0,6417.0,4778.021712143793
2009,11,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6081.0,549.0,171.21,4.34,222.83,0.59,150.03,17.0,4.0,24629.0,9197.0,310.0,5881.0,15.0,9226.0,7587.021712143793
2009,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13503.0,2038.0,345.45,15.25,1264.84,1.0,411.47,87.0,6.0,100159.0,29176.0,779.0,51040.0,24.0,19140.0,17501.021712143793
2009,11,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11293.0,2627.0,317.8,51.19,1483.83,0.03,774.15,104.0,6.0,136172.0,26715.0,3206.0,60874.0,3.0,45374.0,43735.021712143796
2009,11,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2666.0,196.0,125.98,1.86,0.58,1.14,66.43,3.0,1.0,8483.0,5531.0,237.0,11.0,24.0,2680.0,1041.0217121437931
2009,11,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6824.0,850.0,138.85,29.46,214.96,0.76,465.98,85.0,39.0,45908.0,12887.0,2784.0,8468.0,23.0,21746.0,20107.021712143793
2009,11,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4807.0,298.0,112.11,0.75,104.73,0.71,79.71,13.0,1.0,16922.0,9291.0,49.0,2803.0,26.0,4753.0,3114.021712143793
2009,11,OH,Comair Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",652.0,100.0,45.16,5.36,45.58,1.0,2.91,9.0,5.0,5753.0,3808.0,227.0,1380.0,57.0,281.0,-1357.9782878562069
2009,11,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",239.0,20.0,7.47,0.51,4.25,0.17,7.6,3.0,4.0,735.0,246.0,17.0,120.0,4.0,348.0,-1290.9782878562069
2009,11,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3300.0,255.0,41.8,0.97,82.32,0.98,128.94,19.0,1.0,10453.0,1969.0,319.0,2648.0,21.0,5496.0,3857.021712143793
2009,11,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",926.0,66.0,18.24,6.24,18.68,1.7,21.14,3.0,1.0,3989.0,1187.0,726.0,664.0,37.0,1375.0,-263.97828785620686
2009,11,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3433.0,432.0,31.78,3.74,218.48,0.81,177.18,40.0,2.0,28969.0,2537.0,210.0,14902.0,22.0,11298.0,9659.021712143793
2009,11,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",6045.0,386.0,77.33,10.58,140.86,1.0,156.23,32.0,6.0,15865.0,4241.0,570.0,3556.0,17.0,7481.0,5842.021712143793
